time,1D_Max,1D_Min,CallWall,CallWall_0DTE,G1,G10,G2,G3,G4,G5,G6,G7,G8,G9,GammaWall_0DTE,HVL,HVL_0DTE,PutWall,PutWall_0DTE
1758679858,24867.81,24302.17,24525.0,24600.0,24500.0,25100.0,24400.0,24800.0,24700.0,24550.0,24250.0,25000.0,24900.0,24200.0,24600.0,23890.0,24580.0,22500.0,24510.0
