time,1D_Max,1D_Min,CallWall,CallWall_0DTE,G1,G10,G2,G3,G4,G5,G6,G7,G8,G9,GammaWall_0DTE,HVL,HVL_0DTE,PutWall,PutWall_0DTE,USO_CallWall,USO_PutWall,USO_HVL,USO_1D_Min,USO_1D_Max,USO_CallWall_0DTE,USO_PutWall_0DTE,USO_HVL_0DTE,USO_GammaWall_0DTE,USO_G1,USO_G2,USO_G3,USO_G4,USO_G5,USO_G6,USO_G7,USO_G8,USO_G9,USO_G10
1758681285,63.74,61.54,67.39,63.87,61.86,60.6,63.11,62.36,63.36,63.62,60.85,64.37,64.12,61.1,63.87,62.86,62.61,60.35,61.35,66.1562,63.6117,63.6117,62.543,64.7652,65.308,63.6117,63.6117,65.308,62.7635,64.0358,64.4599,63.1876,61.9154,62.3395,65.7321,61.4913,64.8839,67.8525
